Date,HRMS phi potential 
2009.248,410.445718482706
2009.330,407.355806866306
2009.415,414.758285214501
2009.497,413.82740609642
2009.582,419.786270248721
2009.667,419.448732707146
2009.749,415.016982138
2009.834,413.749863203345
2009.916,408.61661781928
2010.001,415.094601337306
2010.086,442.416199064081
2010.163,464.439984653626
2010.248,489.494220778
2010.330,478.849536015344
2010.415,491.025276139921
2010.497,489.630855965625
2010.582,495.600767666705
2010.667,497.715301767999
2010.749,486.21886945
2010.834,499.722831959706
2010.916,503.99456838568
2011.001,482.679007390501
2011.086,480.206323658345
2011.163,512.325629037545
2011.248,567.379340905906
2011.330,533.907996201345
2011.415,606.12835408928
2011.497,576.466778868481
2011.582,569.07751229312
2011.667,573.893996543306
2011.749,583.861001132504
2011.834,554.829076361145
2011.916,518.639629979921
2012.001,535.203758331506
2012.086,565.194528830345
2012.165,637.375575513346
2012.250,547.369441044905
2012.332,555.7140624145
2012.416,588.19717026152
2012.498,673.60066376842
2012.583,648.723868751119
2012.668,608.309679310181
2012.750,613.68665297952
2012.834,602.508926878625
2012.916,586.828141109746
2013.001,559.716987130501
2013.086,557.943008168081
2013.163,599.366706870181
2013.248,596.640445988625
2013.330,671.427665460905
2013.415,667.60832306778
2013.497,644.621547898
2013.582,631.086239174745
2013.667,628.636617626106
2013.749,594.737660361999
2013.834,607.336575006745
2013.916,632.192698991621
2014.001,634.018414033505
2014.086,678.660696094945
2014.163,659.112805720545
2014.248,644.711936711305
2014.330,620.684596058001
2014.415,672.284310047745
2014.497,652.200234768345
2014.582,623.509726062625
2014.667,663.127154060745
2014.749,665.960875915921
2014.834,681.488184134745
2014.916,733.007806573505
2015.001,681.211388163781
2015.086,674.76475198248
2015.163,716.92032420328
2015.248,689.966109267621
2015.330,658.77868495648
2015.415,674.366426925546
2015.497,632.85093090728
2015.582,632.701310683306
2015.667,636.475697350545
2015.749,631.295514905921
2015.834,621.21952411898
2015.916,601.568574622306
2016.001,564.93599963648
2016.086,535.908437572881
2016.165,545.4675455305
2016.250,555.000325052625
2016.332,545.893140588626
2016.416,538.504450923521
2016.498,545.80801223338
2016.583,527.978465994501
2016.668,526.268547992546
2016.750,505.209462914881
2016.834,486.955171781304
2016.916,482.08082172968
2017.001,468.01503809128
2017.086,459.937252351304
2017.163,451.4809290745
2017.248,475.652662397946
2017.330,478.280072186882
2017.415,474.219130741381
2017.497,494.969750538
2017.582,516.828923132945
2017.667,521.653038387521
2017.749,497.88019991242
2017.834,470.870904114021
2017.916,463.581191818105
2018.001,454.995836009381
2018.086,450.417591430501
2018.163,455.529186682981
2018.248,451.560712879105
2018.330,455.075825373626
2018.415,452.571712108545
2018.497,451.826692635306
2018.582,450.816245717625
2018.667,448.160756602625
2018.749,445.245714065625
2018.834,446.27851046682
2018.916,444.160805054021
2019.001,443.94921723242
2019.086,439.750800976505
2019.163,438.433256537505
2019.248,442.125651233705
2019.330,452.22575959898
2019.415,441.914383171546
2019.497,456.543125000001
2019.582,466.266684335107
2019.667,449.275429779306
2019.749,423.89566198698
2019.834,453.157370051304
2019.916,455.235818117545
2020.001,446.569954765626
2020.165,431.31474375722
2020.250,426.76428230528
2020.332,434.567192050501
2020.416,451.720294503746
2020.498,432.36304855482
2020.583,440.56833024618
2020.668,464.977000102625
2020.750,448.717978731619
2020.834,439.645349665106
2020.916,426.842605390626
2021.001,444.610539481546
2021.086,433.805823774145
2021.163,441.122423819746
2021.248,434.961174527627
2021.330,450.550463215626
