Date,MXCO (day)
2005.865,219.153
2005.867,220.005
2005.870,220.056
2005.873,219.979
2005.875,220.066
2005.878,220.071
2005.881,220.574
2005.884,220.028
2005.886,219.557
2005.889,219.573
2005.892,219.585
2005.895,220.191
2005.897,219.782
2005.900,219.726
2005.903,220.018
2005.906,220.674
2005.908,221.106
2005.911,220.867
2005.914,220.246
2005.916,220.363
2005.919,220.214
2005.922,219.511
2005.925,219.539
2005.927,219.506
2005.930,219.785
2005.933,220.093
2005.936,220.023
2005.938,220.32
2005.941,220.067
2005.944,220.028
2005.947,219.808
2005.949,219.759
2005.952,219.714
2005.955,219.606
2005.957,220.084
2005.960,219.736
2005.963,219.632
2005.966,219.676
2005.968,219.722
2005.971,219.44
2005.974,219.422
2005.977,219.832
2005.979,220.312
2005.982,221.013
2005.985,221.657
2005.988,221.669
2005.990,221.08
2005.993,220.632
2005.996,220.352
2005.999,218.683
2006.001,217.712
2006.004,219.248
2006.007,219.858
2006.010,219.925
2006.012,219.698
2006.015,220.486
2006.018,220.513
2006.021,220.583
2006.023,220.659
2006.026,220.356
2006.029,221.011
2006.032,221.546
2006.034,221.715
2006.037,221.906
2006.040,222.45
2006.042,221.627
2006.045,222.164
2006.048,222.062
2006.051,222.114
2006.053,222.348
2006.056,222.592
2006.059,223.141
2006.062,223.381
2006.064,222.974
2006.067,221.442
2006.070,221.638
2006.073,220.813
2006.075,221.228
2006.078,221.625
2006.081,222.165
2006.084,222.628
2006.086,222.774
2006.089,222.952
2006.092,222.923
2006.095,222.835
2006.097,222.954
2006.100,222.842
2006.103,222.931
2006.106,223.176
2006.108,222.952
2006.111,222.932
2006.114,223.294
2006.117,222.808
2006.119,223.045
2006.122,223.256
2006.125,223.476
2006.127,223.738
2006.130,224.084
2006.133,224.542
2006.136,224.681
2006.138,224.575
2006.141,223.502
2006.144,223.918
2006.147,224.249
2006.149,224.541
2006.152,224.271
2006.155,224.516
2006.158,224.687
2006.160,224.134
2006.163,223.387
2006.166,224.053
2006.169,224.028
2006.172,224.582
2006.174,224.676
2006.177,224.676
2006.180,225.398
2006.183,225.388
2006.185,225.09
2006.188,224.408
2006.191,224.582
2006.194,224.498
2006.196,224.464
2006.199,224.787
2006.202,224.229
2006.204,224.435
2006.207,224.359
2006.210,225.293
2006.213,222.591
2006.215,224.959
2006.218,225.239
2006.221,224.563
2006.224,225.004
2006.226,224.295
2006.229,223.752
2006.232,223.547
2006.235,223.689
2006.237,223.895
2006.240,224.095
2006.243,224.166
2006.246,224.599
2006.248,224.878
2006.251,224.691
2006.254,224.89
2006.257,224.483
2006.259,225.634
2006.262,225.543
2006.265,225.214
2006.268,225.001
2006.270,225.014
2006.273,224.397
2006.276,225.224
2006.279,225.751
2006.281,141.36
2006.284,223.97
2006.287,221.539
2006.289,224.331
2006.292,224.041
2006.295,224.343
2006.298,224.863
2006.300,224.972
2006.303,225.061
2006.306,224.233
2006.309,225.471
2006.311,224.254
2006.314,226.008
2006.317,224.846
2006.320,225.017
2006.322,224.184
2006.325,221.78
2006.328,224.22
2006.330,224.232
2006.333,224.283
2006.336,224.616
2006.339,224.121
2006.341,224.171
2006.344,224.149
2006.347,223.481
2006.350,224.232
2006.352,223.709
2006.355,224.116
2006.358,223.755
2006.361,223.714
2006.363,223.281
2006.366,223.718
2006.369,223.576
2006.371,224.005
2006.374,224.788
2006.377,223.651
2006.380,222.671
2006.382,223.468
2006.385,224.29
2006.388,224.411
2006.391,224.412
2006.393,224.821
2006.396,225.117
2006.399,225.659
2006.402,225.679
2006.404,225.584
2006.407,224.942
2006.410,224.185
2006.413,223.893
2006.415,223.133
2006.418,223.293
2006.421,223.144
2006.424,222.682
2006.426,222.624
2006.429,225.114
2006.432,223.438
2006.435,223.777
2006.437,223.793
2006.440,224.146
2006.443,224.592
2006.446,224.621
2006.448,225.036
2006.451,224.821
2006.454,224.431
2006.456,224.17
2006.459,223.746
2006.462,224.12
2006.465,224.461
2006.467,225.026
2006.470,224.968
2006.473,224.983
2006.476,224.67
2006.478,224.364
2006.481,224.505
2006.484,224.574
2006.487,224.703
2006.489,224.786
2006.492,223.065
2006.495,223.451
2006.497,223.553
2006.500,223.668
2006.503,223.612
2006.506,223.194
2006.508,223.557
2006.511,223.302
2006.514,222.977
2006.517,222.627
2006.519,223.283
2006.522,220.317
2006.525,218.626
2006.528,218.246
2006.530,219.858
2006.533,220.28
2006.536,221.115
2006.538,221.462
2006.541,221.686
2006.544,221.749
2006.547,222.354
2006.549,222.632
2006.552,222.762
2006.555,222.713
2006.558,222.813
2006.560,222.329
2006.563,222.762
2006.566,223.074
2006.569,223.082
2006.571,222.885
2006.574,222.868
2006.577,222.926
2006.580,222.453
2006.582,222.379
2006.585,222.312
2006.588,222.321
2006.591,222.31
2006.593,222.43
2006.596,222.224
2006.599,222.409
2006.602,221.944
2006.604,222.135
2006.607,222.297
2006.610,222.723
2006.613,222.976
2006.615,223.085
2006.618,223.341
2006.621,223.235
2006.623,223.293
2006.626,221.962
2006.629,222.032
2006.632,221.732
2006.634,219.547
2006.637,219.408
2006.640,219.96
2006.643,220.677
2006.645,221.274
2006.648,222.142
2006.651,222.638
2006.654,222.928
2006.656,218.995
2006.659,222.061
2006.662,220.598
2006.665,220.689
2006.667,220.753
2006.670,220.596
2006.673,220.669
2006.676,220.685
2006.678,220.522
2006.681,221.055
2006.684,221.764
2006.687,221.815
2006.689,222.245
2006.692,222.344
2006.695,222.281
2006.698,222.21
2006.700,219.001
2006.703,222.257
2006.706,222.011
2006.708,222.184
2006.711,222.154
2006.714,221.755
2006.717,221.659
2006.719,222.352
2006.722,222.271
2006.725,222.577
2006.728,219.988
2006.730,223.124
2006.733,176.582
2006.736,221.981
2006.739,222.319
2006.741,222.246
2006.744,216.754
2006.747,218.973
2006.749,222.244
2006.752,221.929
2006.755,222.343
2006.758,222.564
2006.760,223.121
2006.763,222.783
2006.766,222.846
2006.769,222.497
2006.771,222.54
2006.774,222.492
2006.777,222.935
2006.780,223.244
2006.782,223.108
2006.785,222.4
2006.788,222.463
2006.790,222.736
2006.793,223.185
2006.796,223.344
2006.799,223.469
2006.801,223.054
2006.804,222.733
2006.807,222.606
2006.810,222.57
2006.812,223.093
2006.815,223.242
2006.818,223.35
2006.821,222.964
2006.823,223.143
2006.826,223.322
2006.829,223.34
2006.832,223.403
2006.834,223.845
2006.837,223.784
2006.840,223.627
2006.843,223.31
2006.845,223.32
2006.848,222.878
2006.851,222.847
2006.854,222.692
2006.856,223.195
2006.859,221.732
2006.862,221.285
2006.865,221.197
2006.867,221.735
2006.870,222.132
2006.873,221.094
2006.875,221.844
2006.878,222.939
2006.881,223.677
2006.884,222.776
2006.886,221.78
2006.889,222.57
2006.892,222.156
2006.895,222.074
2006.897,222.415
2006.900,222.941
2006.903,223.089
2006.906,223.422
2006.908,223.711
2006.911,222.951
2006.914,224.048
2006.919,223.536
2006.922,223.414
2006.925,222.954
2006.927,223.48
2006.930,223.805
2006.933,222.917
2006.936,219.901
2006.938,219.123
2006.941,218.936
2006.944,218.994
2006.947,219.658
2006.949,219.949
2006.952,219.069
2006.955,211.613
2006.957,214.409
2006.960,215.876
2006.963,217.852
2006.966,219.57
2006.968,225.435
2006.971,220.502
2006.974,221.332
2006.977,222.194
2006.979,222.542
2006.982,222.603
2006.985,222.903
2006.988,222.978
2006.990,223.005
2006.993,223.432
2006.996,226.021
2006.999,223.856
2007.001,223.837
2007.004,223.588
2007.007,223.627
2007.010,223.301
2007.012,223.852
2007.015,223.824
2007.018,224.43
2007.021,224.327
2007.023,224.281
2007.026,224.12
2007.029,223.882
2007.032,224.308
2007.034,224.641
2007.037,224.05
2007.040,224.179
2007.042,224.157
2007.045,224.571
2007.048,224.367
2007.051,224.462
2007.053,224.552
2007.056,224.698
2007.059,224.958
2007.062,225.088
2007.064,225.408
2007.067,225.36
2007.070,224.996
2007.073,224.553
2007.075,224.764
2007.078,223.957
2007.081,223.549
2007.084,222.96
2007.086,222.721
2007.089,223.58
2007.092,224.714
2007.095,224.749
2007.097,224.218
2007.100,221.887
2007.103,222.435
2007.106,222.551
2007.108,223.019
2007.111,223.744
2007.114,223.768
2007.117,224.4
2007.119,223.666
2007.122,223.852
2007.125,223.771
2007.127,223.978
2007.130,224.189
2007.133,224.419
2007.136,224.434
2007.138,224.785
2007.141,225.096
2007.144,224.982
2007.147,225.544
2007.149,225.509
2007.152,225.821
2007.155,225.541
2007.158,225.009
2007.160,225.639
2007.163,225.443
2007.166,225.791
2007.169,225.865
2007.172,225.251
2007.174,224.62
2007.177,224.888
2007.180,224.478
2007.183,224.82
2007.185,224.561
2007.188,224.843
2007.191,225.225
2007.194,224.291
2007.196,224.301
2007.199,223.02
2007.202,224.255
2007.204,225.052
2007.207,225.353
2007.210,225.841
2007.213,226.018
2007.215,225.975
2007.218,226.103
2007.221,226.359
2007.224,226.214
2007.226,226.155
2007.229,224.757
2007.232,224.985
2007.235,224.87
2007.237,225.108
2007.240,225.858
2007.243,225.804
2007.246,225.593
2007.248,225.891
2007.251,225.625
2007.254,225.246
2007.257,225.887
2007.259,225.804
2007.262,226.32
2007.265,226.608
2007.268,226.751
2007.270,225.925
2007.273,222.39
2007.276,226.5
2007.279,226.831
2007.281,226.792
2007.284,226.535
2007.287,227.022
2007.289,226.884
2007.292,227.564
2007.295,227.536
2007.298,227.825
2007.300,227.521
2007.303,227.578
2007.306,227.349
2007.309,226.6
2007.311,225.827
2007.314,226.309
2007.317,224.752
2007.320,226.688
2007.322,226.431
2007.325,226.336
2007.328,225.614
2007.330,226.562
2007.333,227.105
2007.336,227.354
2007.339,227.221
2007.341,227.46
2007.344,227.696
2007.347,227.663
2007.350,227.081
2007.352,226.633
2007.355,226.927
2007.358,227.087
2007.361,227.014
2007.363,226.962
2007.366,226.793
2007.369,227.271
2007.371,227.446
2007.374,227.673
2007.377,227.313
2007.380,225.268
2007.382,225.35
2007.385,225.579
2007.388,223.87
2007.391,224.938
2007.393,225.18
2007.396,224.909
2007.399,224.495
2007.402,224.507
2007.404,224.913
2007.407,225.25
2007.410,225.591
2007.413,225.95
2007.415,226.614
2007.418,225.697
2007.421,225.74
2007.424,226.245
2007.426,226.406
2007.429,226.655
2007.432,226.804
2007.435,226.656
2007.437,226.156
2007.440,225.854
2007.443,224.505
2007.446,226.865
2007.448,227.001
2007.451,226.778
2007.454,226.088
2007.456,225.707
2007.459,225.792
2007.462,226.042
2007.465,225.812
2007.467,225.942
2007.470,225.979
2007.473,226.254
2007.476,225.939
2007.478,225.13
2007.481,225.459
2007.484,225.352
2007.487,225.398
2007.489,225.706
2007.492,225.834
2007.495,226.284
2007.500,223.339
2007.503,222.873
2007.506,223.046
2007.508,223.264
2007.604,222.407
2007.607,222.895
2007.610,222.819
2007.613,222.293
2007.615,222.638
2007.618,223.605
2007.621,223.796
2007.623,223.043
2007.626,222.931
2007.629,222.751
2007.632,222.786
2007.634,222.489
2007.637,222.792
2007.640,223.827
2007.643,223.686
2007.645,223.809
2007.648,223.689
2007.654,222.781
2007.656,222.976
2007.659,222.961
2007.662,223.187
2007.665,223.51
2007.667,223.556
2007.670,223.263
2007.673,223.273
2007.676,223.871
2007.678,224.242
2007.681,224.057
2007.684,224.25
2007.687,223.984
2007.689,224.298
2007.692,224.871
2007.695,224.57
2007.698,224.833
2007.700,224.937
2007.703,225.347
2007.706,224.561
2007.708,224.259
2007.711,224.406
2007.714,225.842
2007.717,225.016
2007.719,224.203
2007.722,224.592
2007.725,223.994
2007.728,224.03
2007.730,224.33
2007.733,224.909
2007.736,225.247
2007.739,225.171
2007.741,224.672
2007.744,224.603
2007.747,224.408
2007.749,224.956
2007.752,225.454
2007.755,225.531
2007.758,225.967
2007.760,225.873
2007.763,226.137
2007.766,226.053
2007.769,226.163
2007.771,226.542
2007.774,226.45
2007.777,226.338
2007.780,225.88
2007.782,225.931
2007.785,226.441
2007.788,226.124
2007.790,226.331
2007.793,226.504
2007.796,226.015
2007.799,224.418
2007.801,224.545
2007.804,224.329
2007.807,224.474
2007.810,224.533
2007.812,224.311
2007.815,224.76
2007.818,224.253
2007.821,224.939
2007.823,224.9
2007.826,225.117
2007.829,225.381
2007.832,225.812
2007.834,226.285
2007.837,226.18
2007.840,226.568
2007.843,226.643
2007.845,227.153
2007.848,227.002
2007.851,227.217
2007.854,227.445
2007.856,226.69
2007.859,226.098
2007.862,226.605
2007.865,226.348
2007.867,225.484
2007.870,224.835
2007.873,225.282
2007.875,225.424
2007.878,225.541
2007.881,225.967
2007.884,223.114
2007.886,224.459
2007.889,224.735
2007.892,224.946
2007.895,225.367
2007.897,225.837
2007.900,226.327
2007.903,226.655
2007.906,226.953
2007.908,227.353
2007.911,227.221
2007.914,227.223
2007.916,227.443
2007.919,227.772
2007.922,228.23
2007.925,228.182
2007.927,228.055
2007.930,228.008
2007.933,228.132
2007.936,228.306
2007.938,228.385
2007.941,228.672
2007.944,228.056
2007.947,227.015
2007.949,226.726
2007.952,227.046
2007.955,227.641
2007.957,227.887
2007.960,227.617
2007.963,227.403
2007.966,227.469
2007.968,227.513
2007.971,227.466
2007.974,227.6
2007.977,227.881
2007.979,227.718
2007.982,227.667
2007.985,227.654
2007.988,228.039
2007.990,228.529
2007.993,228.706
2007.996,228.921
2007.999,228.979
2008.001,229.447
2008.004,229.256
2008.007,228.868
2008.010,229.529
2008.012,228.472
2008.015,227.289
2008.018,226.897
2008.021,226.357
2008.023,226.477
2008.026,226.63
2008.029,227.345
2008.032,228.065
2008.034,227.318
2008.037,227.039
2008.040,226.585
2008.042,226.581
2008.045,227.131
2008.048,227.062
2008.051,227.022
2008.053,226.565
2008.056,227.022
2008.059,227.581
2008.062,227.877
2008.064,228.165
2008.067,228.555
2008.070,228.739
2008.073,228.905
2008.075,229.391
2008.078,229.587
2008.081,229.659
2008.084,229.603
2008.086,228.812
2008.089,228.611
2008.092,227.944
2008.095,227.699
2008.097,227.388
2008.100,227.199
2008.103,228.196
2008.106,228.328
2008.108,227.617
2008.111,226.686
2008.114,226.844
2008.117,226.578
2008.119,227.067
2008.122,227.172
2008.125,227.319
2008.127,227.793
2008.130,228.314
2008.133,228.581
2008.136,228.581
2008.138,228.847
2008.141,229.149
2008.144,229.373
2008.147,229.7
2008.149,229.917
2008.152,229.86
2008.155,229.956
2008.158,230.071
2008.160,229.035
2008.163,228.218
2008.165,227.978
2008.168,227.835
2008.171,228.244
2008.174,228.627
2008.176,228.571
2008.179,228.34
2008.182,228.63
2008.185,228.214
2008.187,228.281
2008.190,227.049
2008.193,227.376
2008.196,227.449
2008.198,227.698
2008.201,228.096
2008.204,228.456
2008.206,228.6
2008.209,229.17
2008.212,228.966
2008.215,229.038
2008.217,229.336
2008.220,229.679
2008.223,229.481
2008.226,230.094
2008.228,229.505
2008.231,229.162
2008.234,229.507
2008.237,228.982
2008.239,228.032
2008.242,227.922
2008.245,227.525
2008.248,228.12
2008.250,229.082
2008.253,229.758
2008.256,229.39
2008.259,229.186
2008.261,228.916
2008.264,228.883
2008.267,228.861
2008.270,228.535
2008.272,228.393
2008.275,228.529
2008.278,228.93
2008.281,228.967
2008.283,228.439
2008.286,228.691
2008.289,228.828
2008.291,229.086
2008.294,229.326
2008.297,229.397
2008.300,229.583
2008.302,229.728
2008.305,230.009
2008.308,230.29
2008.311,230.244
2008.313,228.567
2008.316,228.581
2008.319,228.864
2008.322,228.532
2008.324,227.886
2008.327,227.325
2008.330,227.607
2008.332,227.468
2008.335,226.962
2008.338,226.99
2008.341,227.016
2008.343,227.292
2008.346,227.538
2008.349,227.612
2008.352,119.337
2008.354,226.463
2008.357,226.931
2008.360,227.41
2008.363,227.241
2008.365,227.539
2008.368,227.396
2008.371,227.272
2008.373,227.787
2008.376,228.033
2008.379,227.823
2008.382,226.416
2008.384,227.761
2008.387,226.517
2008.390,226.4
2008.393,226.906
2008.395,227.064
2008.398,227.447
2008.401,228.068
2008.404,228.699
2008.406,228.336
2008.409,227.805
2008.412,226.758
2008.415,226.764
2008.416,226.369
2008.419,226.281
2008.422,226.875
2008.425,227.251
2008.427,227.686
2008.430,227.603
2008.433,226.925
2008.436,226.681
2008.438,226.973
2008.441,226.904
2008.444,227.13
2008.447,227.112
2008.449,227.154
2008.452,227.552
2008.455,226.251
2008.457,225.396
2008.460,225.478
2008.463,225.953
2008.466,226.221
2008.468,226.984
2008.471,227.573
2008.474,228.243
2008.477,227.978
2008.479,228.222
2008.482,228.637
2008.485,226.155
2008.488,226.766
2008.490,226.745
2008.493,227.041
2008.496,226.991
2008.498,227.008
2008.501,226.69
2008.504,226.72
2008.507,227.118
2008.509,227.28
2008.512,227.276
2008.515,227.545
2008.518,227.218
2008.520,227.545
2008.523,227.533
2008.526,227.632
2008.529,226.889
2008.531,226.835
2008.534,226.498
2008.537,226.434
2008.539,226.648
2008.542,175.627
2008.545,223.885
2008.548,227.007
2008.550,227.362
2008.553,228.288
2008.556,227.659
2008.559,227.739
2008.561,228.182
2008.564,228.255
2008.567,228.85
2008.570,153.693
2008.572,153.734
2008.575,217.86
2008.578,188.109
2008.581,172.463
2008.583,228.134
2008.586,228.409
2008.589,228.264
2008.592,228.428
2008.594,228.637
2008.597,228.259
2008.600,228.129
2008.603,228.523
2008.605,227.4
2008.608,226.899
2008.611,226.901
2008.614,226.755
2008.616,227.489
2008.619,227.85
2008.622,227.826
2008.624,227.799
2008.627,228.433
2008.630,228.021
2008.633,227.436
2008.635,227.76
2008.638,228.198
2008.641,228.047
2008.644,228.444
2008.646,228.661
2008.649,172.456
2008.652,228.537
2008.655,228.702
2008.657,228.553
2008.660,228.747
2008.663,228.303
2008.666,228.675
2008.668,229.461
2008.671,229.369
2008.674,228.58
2008.677,228.046
2008.679,227.629
2008.682,227.018
2008.685,227.018
2008.688,227.231
2008.690,227.67
2008.693,188.367
2008.696,228.003
2008.699,228.588
2008.701,228.706
2008.704,228.305
2008.707,227.867
2008.709,226.964
2008.712,227.289
2008.715,227.021
2008.718,227.788
2008.720,227.962
2008.723,227.524
2008.726,227.535
2008.729,227.863
2008.731,228.246
2008.734,227.934
2008.737,227.771
2008.740,227.868
2008.742,227.97
2008.745,228.131
2008.748,228.453
2008.750,228.338
2008.753,227.975
2008.756,227.542
2008.759,227.782
2008.761,227.211
2008.764,227.866
2008.767,228.119
2008.770,227.824
2008.772,228.447
2008.775,228.639
2008.778,228.816
2008.781,228.535
2008.783,228.292
2008.786,228.736
2008.789,228.575
2008.791,228.531
2008.794,228.301
2008.797,222.081
2008.800,228.027
2008.802,228.286
2008.805,228.338
2008.808,228.62
2008.811,228.949
2008.813,229.12
2008.816,229.361
2008.819,229.434
2008.822,229.238
2008.824,228.514
2008.827,228.22
2008.830,227.941
2008.833,227.937
2008.834,228.603
2008.837,228.795
2008.840,229.001
2008.843,229.511
2008.845,229.517
2008.848,229.976
2008.851,229.736
2008.854,228.919
2008.856,229.115
2008.859,229.35
2008.862,229.632
2008.865,229.771
2008.867,230.057
2008.870,230.394
2008.873,230.355
2008.875,230.248
2008.878,230.011
2008.881,229.994
2008.884,230.225
2008.886,230.251
2008.889,230.444
2008.892,230.125
2008.895,230.383
2008.897,230.458
2008.900,229.221
2008.903,229.087
2008.906,229.06
2008.908,229.377
2008.911,229.739
2008.914,230.277
2008.916,230.648
2008.919,230.766
2008.922,230.807
2008.925,230.635
2008.927,230.103
2008.930,229.185
2008.933,229.594
2008.936,213.713
2008.938,230.287
2008.941,213.82
2008.944,230.591
2008.947,230.451
2008.949,230.663
2008.952,230.547
2008.955,231.005
2008.957,231.546
2008.960,230.406
2008.963,229.868
2008.966,231.168
2008.968,231.642
2008.971,231.856
2008.974,231.348
2008.977,231.083
2008.979,229.913
2008.982,231.001
2008.985,231.58
2008.988,231.807
2008.990,231.777
2008.993,231.957
2008.996,232.173
2008.999,230.666
2009.001,230.939
2009.004,230.673
2009.007,230.267
2009.010,230.498
2009.012,230.483
2009.015,231.281
2009.018,231.626
2009.021,231.837
2009.023,231.917
2009.026,231.717
2009.029,231.458
2009.032,231.739
2009.034,231.047
2009.037,230.955
2009.040,230.625
2009.042,230.498
2009.045,230.468
2009.048,230.709
2009.051,229.856
2009.053,230.608
2009.056,230.988
2009.059,231.409
2009.062,231.76
2009.064,231.354
2009.067,232.413
2009.070,231.956
2009.073,231.808
2009.075,231.775
2009.078,235.018
2009.081,231.247
2009.084,230.541
2009.086,231.112
2009.089,231.614
2009.092,231.572
2009.095,231.349
2009.097,231.249
2009.100,231.929
2009.103,231.796
2009.106,232.056
2009.108,232.129
2009.111,44.12
2009.114,31.671
2009.117,48.607
2009.119,100.298
2009.122,232.693
2009.125,232.597
2009.127,232.342
2009.130,232.772
2009.133,232.998
2009.136,232.956
2009.138,232.829
2009.141,232.96
2009.144,231.935
2009.147,230.857
2009.149,232.172
2009.152,231.97
2009.155,232.168
2009.158,232.161
2009.160,231.602
2009.163,232.172
2009.166,232.69
2009.169,232.617
2009.172,232.845
2009.174,232.959
2009.177,232.146
2009.180,232.944
2009.183,232.946
2009.185,233.089
2009.188,243.764
2009.191,233.073
2009.194,232.359
2009.196,232.137
2009.199,232.064
2009.202,232.69
2009.204,232.712
2009.207,232.482
2009.210,232.727
2009.213,232.874
2009.215,233.494
2009.218,233.016
2009.221,232.386
2009.224,231.503
2009.226,232.718
2009.229,232.641
2009.232,232.714
2009.235,233.062
2009.237,232.901
2009.240,233.143
2009.243,233.14
2009.246,233.292
2009.248,233.428
2009.251,233.724
2009.254,233.519
2009.257,233.767
2009.259,233.528
2009.262,233.569
2009.265,233.624
2009.268,232.843
2009.270,233.094
2009.273,233.066
2009.276,233.34
2009.279,233.669
2009.281,233.77
2009.284,233.959
2009.287,233.898
2009.289,233.816
2009.292,233.281
2009.295,233.194
2009.298,232.994
2009.300,232.254
2009.303,232.853
2009.306,232.528
2009.309,232.644
2009.347,10.661
2009.350,337.385
2009.352,233.91
2009.355,233.968
2009.358,234.028
2009.361,93.495
2009.363,103.301
2009.377,232.565
2009.380,231.424
2009.382,232.334
2009.385,204.392
2009.388,90.38
2009.391,232.471
2009.393,232.346
2009.396,232.621
2009.399,232.313
2009.402,233.403
2009.404,232.765
2009.407,224.17
2009.410,232.257
2009.413,232.342
2009.415,232.788
2009.418,232.819
2009.421,232.718
2009.424,232.426
2009.426,233.0
2009.429,233.28
2009.432,233.314
2009.435,233.751
2009.437,233.609
2009.440,233.797
2009.443,233.666
2009.446,234.138
2009.448,233.935
2009.451,233.988
2009.454,234.451
2009.456,234.221
2009.459,233.073
2009.462,233.272
2009.465,233.067
2009.467,232.979
2009.470,232.999
2009.473,232.531
2009.476,232.393
2009.478,232.698
2009.481,232.454
2009.484,232.802
2009.487,233.109
2009.489,232.334
2009.492,232.799
2009.495,232.672
2009.497,232.466
2009.500,232.646
2009.503,232.517
2009.506,232.831
2009.508,233.129
2009.511,233.262
2009.514,233.29
2009.517,233.231
2009.519,233.817
2009.522,233.201
2009.525,233.028
2009.528,233.635
2009.530,233.453
2009.533,232.695
2009.536,232.764
2009.538,233.137
2009.541,233.008
2009.544,222.926
2009.547,263.293
2009.549,384.131
2009.552,233.877
2009.555,233.581
2009.558,232.857
2009.560,232.955
2009.563,232.758
2009.566,232.861
2009.569,232.331
2009.571,232.777
2009.574,232.682
2009.577,232.569
2009.580,232.817
2009.582,233.189
2009.585,233.647
2009.588,233.359
2009.591,233.409
2009.593,232.768
2009.596,231.649
2009.599,232.183
2009.602,232.242
2009.604,232.294
2009.607,232.176
2009.610,231.928
2009.613,233.238
2009.615,233.33
2009.618,233.193
2009.621,232.965
2009.623,233.236
2009.626,233.193
2009.629,233.283
2009.632,232.867
2009.634,232.637
2009.637,232.656
2009.640,232.687
2009.643,233.008
2009.645,233.329
2009.648,233.057
2009.651,233.05
2009.654,232.988
2009.656,233.059
2009.659,233.06
2009.662,232.8
2009.665,232.613
2009.667,232.889
2009.670,233.032
2009.673,233.081
2009.676,232.609
2009.678,232.362
2009.681,232.185
2009.684,232.437
2009.687,232.381
2009.689,232.623
2009.692,232.674
2009.695,231.288
2009.698,232.305
2009.700,233.022
2009.703,232.65
2009.706,232.201
2009.708,232.155
2009.711,232.367
2009.714,232.811
2009.717,232.938
2009.719,233.161
2009.722,230.158
2009.725,231.644
2009.728,233.206
2009.730,233.455
2009.733,233.401
2009.736,233.277
2009.739,232.533
2009.741,233.013
2009.744,234.065
2009.747,233.188
2009.752,233.269
2009.755,233.192
2009.758,232.52
2009.760,232.631
2009.763,193.429
2009.766,219.211
2009.769,233.195
2009.771,233.408
2009.774,233.287
2009.777,233.301
2009.780,233.106
2009.782,232.835
2009.785,217.204
2009.788,241.333
2009.790,233.696
2009.793,234.12
2009.796,233.61
2009.799,233.475
2009.801,233.705
2009.804,234.004
2009.807,233.772
2009.810,233.467
2009.812,233.297
2009.815,233.001
2009.818,232.754
2009.821,232.973
2009.823,233.029
2009.826,232.585
2009.829,232.772
2009.832,232.683
2009.834,232.625
2009.837,232.47
2009.840,232.611
2009.843,232.569
2009.845,232.236
2009.848,232.329
2009.851,232.207
2009.854,232.438
2009.856,232.799
2009.859,232.651
2009.862,232.642
2009.865,232.673
2009.867,233.368
2009.870,233.413
2009.873,233.77
2009.875,233.572
2009.878,233.308
2009.881,233.38
2009.884,233.614
2009.886,233.301
2009.889,233.412
2009.892,233.501
2009.895,233.608
2009.897,233.581
2009.900,233.896
2009.903,233.735
2009.906,233.253
2009.908,233.228
2009.911,233.193
2009.914,233.986
2009.916,233.4
2009.919,233.335
2009.922,233.542
2009.925,216.0
2009.927,231.993
2009.930,232.768
2009.933,229.408
2009.936,233.162
2009.938,233.318
2009.941,233.326
2009.944,233.516
2009.947,233.651
2009.949,233.55
2009.952,234.087
2009.955,233.222
2009.957,233.887
2009.960,232.967
2009.963,233.643
2009.966,233.01
2009.968,232.825
2009.971,232.324
2009.974,233.14
2009.977,232.7
2009.979,232.814
2009.982,232.759
2009.985,232.327
2009.988,232.489
2009.990,232.931
2009.993,232.149
2009.996,232.86
2009.999,232.842
2010.001,232.891
2010.004,232.032
2010.007,232.613
2010.010,231.814
2010.012,232.461
2010.015,232.477
2010.018,232.943
2010.021,232.86
2010.023,232.395
2010.026,231.541
2010.029,231.593
2010.032,232.095
2010.034,231.725
2010.037,231.478
2010.040,231.506
2010.042,231.658
2010.045,233.308
2010.048,233.38
2010.051,233.757
2010.053,233.67
2010.056,232.653
2010.059,231.566
2010.062,231.806
2010.064,232.355
2010.067,232.37
2010.070,232.534
2010.073,232.344
2010.075,232.189
2010.078,232.328
2010.081,232.62
2010.084,232.284
2010.086,231.573
2010.089,231.509
2010.092,230.77
2010.095,230.275
2010.097,230.198
2010.100,230.532
2010.103,231.81
2010.106,231.223
2010.108,231.363
2010.111,232.284
2010.114,231.901
2010.117,231.499
2010.119,230.451
2010.122,231.032
2010.125,231.512
2010.127,231.434
2010.130,230.907
2010.133,229.41
2010.136,228.467
2010.138,229.475
2010.144,227.734
2010.147,227.278
2010.149,227.735
2010.152,227.432
2010.155,228.412
2010.158,229.117
2010.160,228.855
2010.163,228.542
2010.166,228.793
2010.169,229.417
2010.172,229.408
2010.174,229.259
2010.177,229.202
2010.180,229.0
2010.183,229.378
2010.185,229.639
2010.188,229.264
2010.191,229.475
2010.194,228.902
2010.196,230.034
2010.199,230.765
2010.202,230.738
2010.204,231.091
2010.207,229.905
2010.210,229.171
2010.213,229.302
2010.215,229.512
2010.218,229.334
2010.221,229.372
2010.224,229.753
2010.226,229.882
2010.229,232.954
2010.232,229.981
2010.235,230.052
2010.237,229.7
2010.240,230.112
2010.243,230.144
2010.246,230.34
2010.248,230.223
2010.251,229.45
2010.254,229.278
2010.257,229.505
2010.259,229.078
2010.262,228.199
2010.265,228.541
2010.268,228.696
2010.270,230.338
